id,llegada,fecha,usuarios_id,reservahabitaciones_id
14481,F,2023-11-05,40119,3964
14482,F,2023-10-27,40654,1829
14483,T,2023-10-31,57393,1223
14484,T,2023-10-10,77863,2040
14485,T,2023-11-01,59357,3555
14486,F,2023-10-17,55564,3587
14487,F,2023-11-05,28849,1463
14488,F,2023-10-08,17737,315
14489,F,2023-10-19,89157,4783
14490,T,2023-11-02,99159,2442
14491,F,2023-11-01,69736,2456
14492,F,2023-10-09,97844,2353
14493,T,2023-10-16,66629,3447
14494,T,2023-10-11,98008,4808
14495,T,2023-11-05,56231,2230
14496,T,2023-10-10,20598,2659
14497,T,2023-10-28,88356,4858
14498,T,2023-10-18,11248,660
14499,T,2023-11-03,7074,2888
14500,T,2023-10-13,39101,855
14501,F,2023-11-04,49800,2047
14502,T,2023-10-30,48324,643
14503,F,2023-10-16,63970,796
14504,F,2023-11-05,51803,1573
14505,T,2023-11-01,10262,1128
14506,T,2023-10-14,88092,1147
14507,T,2023-10-12,97624,2654
14508,F,2023-10-15,12114,1177
14509,T,2023-10-29,66904,650
14510,T,2023-11-01,16136,2376
14511,F,2023-10-09,41176,4443
14512,F,2023-10-24,67975,3052
14513,F,2023-10-30,8665,1173
14514,F,2023-10-28,6224,4789
14515,F,2023-10-25,55124,4653
14516,T,2023-10-15,96213,3618
14517,F,2023-11-03,7650,4530
14518,T,2023-11-04,65936,4207
14519,T,2023-11-04,41447,637
14520,T,2023-11-02,61428,4108
14521,T,2023-10-25,67291,4590
14522,F,2023-10-09,14611,962
14523,T,2023-11-05,25215,2980
14524,T,2023-11-05,78469,4198
14525,F,2023-10-27,71347,522
14526,F,2023-10-12,77349,3329
14527,T,2023-10-13,96805,2614
14528,F,2023-10-16,46397,4588
14529,F,2023-10-10,91550,1143
14530,T,2023-10-20,59406,4063
14531,F,2023-10-13,7459,1480
14532,F,2023-10-25,8124,2649
14533,T,2023-11-05,87082,373
14534,F,2023-11-05,16930,3861
14535,T,2023-11-01,18240,4362
14536,F,2023-10-26,53192,600
14537,F,2023-10-26,96844,1499
14538,F,2023-10-15,22333,2860
14539,T,2023-10-17,64660,3106
14540,F,2023-10-27,36857,2464
14541,F,2023-10-31,60513,3005
14542,T,2023-11-06,61343,1435
14543,T,2023-10-30,20605,4956
14544,F,2023-10-09,11512,3655
14545,F,2023-10-19,5914,562
14546,F,2023-11-06,4562,4867
14547,T,2023-10-29,91956,2008
14548,F,2023-10-12,30493,4066
14549,T,2023-10-29,55595,2828
14550,F,2023-11-01,75181,3259
14551,T,2023-11-04,6865,4281
14552,F,2023-10-22,32878,2231
14553,T,2023-11-01,98752,1971
14554,T,2023-10-21,6428,1386
14555,T,2023-10-12,18738,1644
14556,T,2023-10-16,88098,3617
14557,T,2023-11-06,49910,1236
14558,F,2023-10-22,91063,4928
14559,F,2023-10-30,1515,4933
14560,T,2023-10-23,80403,1520
14561,T,2023-10-25,18005,4288
14562,F,2023-10-30,13451,2299
14563,F,2023-10-09,59264,2072
14564,T,2023-10-13,49429,3593
14565,T,2023-10-15,32917,4070
14566,T,2023-11-02,33978,2672
14567,F,2023-11-03,87829,4175
14568,F,2023-10-19,18929,3882
14569,F,2023-10-28,62408,4494
14570,T,2023-10-12,30027,2936
14571,T,2023-10-10,81557,1919
14572,F,2023-10-12,72668,2244
14573,F,2023-10-23,45191,3834
14574,T,2023-10-18,29478,2975
14575,T,2023-10-30,49957,1648
14576,F,2023-10-17,68293,23
14577,T,2023-10-25,82764,4791
14578,F,2023-10-30,57514,3994
14579,F,2023-11-02,4761,1150
14580,F,2023-11-04,32895,3157
14581,T,2023-10-13,83390,4726
14582,F,2023-10-23,68413,4659
14583,F,2023-10-12,82230,4686
14584,T,2023-10-24,42159,883
14585,T,2023-11-06,53133,1168
14586,T,2023-10-24,6608,4756
14587,T,2023-10-08,89631,4093
14588,F,2023-11-01,62767,1026
14589,F,2023-10-18,58080,78
14590,T,2023-10-09,89676,591
14591,F,2023-10-15,94570,4823
14592,T,2023-10-12,73949,4025
14593,F,2023-10-26,62504,754
14594,T,2023-10-24,16299,874
14595,T,2023-10-18,63967,1055
14596,F,2023-10-29,65969,3178
14597,T,2023-10-27,32556,2812
14598,T,2023-10-24,9531,3667
14599,F,2023-10-24,97158,1049
14600,F,2023-10-18,43924,3840
14601,T,2023-11-03,10513,2499
14602,F,2023-10-13,39391,2440
14603,F,2023-10-16,17049,2141
14604,T,2023-10-20,10439,381
14605,F,2023-10-31,68172,3104
14606,T,2023-10-09,62092,1274
14607,F,2023-10-23,80428,1535
14608,F,2023-10-16,88233,783
14609,T,2023-10-11,74400,3881
14610,F,2023-10-16,15676,4286
14611,T,2023-10-28,40629,2296
14612,F,2023-10-29,70513,4941
14613,F,2023-10-24,8915,2135
14614,T,2023-10-10,21107,2284
14615,T,2023-10-22,77277,4668
14616,F,2023-10-10,14991,4972
14617,F,2023-10-24,51308,3083
14618,F,2023-10-20,20283,2825
14619,F,2023-10-20,20151,843
14620,T,2023-11-06,11291,2410
14621,F,2023-10-21,60303,367
14622,T,2023-10-14,54283,2408
14623,F,2023-10-22,15628,2527
14624,T,2023-10-18,31515,4028
14625,F,2023-11-06,54344,2167
14626,F,2023-10-27,87461,4501
14627,F,2023-10-26,7084,1186
14628,T,2023-10-14,49198,1536
14629,F,2023-10-21,88251,1592
14630,F,2023-10-16,48768,2223
14631,T,2023-10-29,65901,3667
14632,F,2023-10-20,43791,4882
14633,T,2023-11-04,47481,3702
14634,T,2023-11-05,96997,4401
14635,T,2023-10-20,40315,3390
14636,T,2023-10-17,16422,668
14637,T,2023-10-16,39676,631
14638,T,2023-11-03,75499,1441
14639,F,2023-10-24,98669,2438
14640,F,2023-10-30,10506,4018
14641,F,2023-10-09,35300,2404
14642,T,2023-10-30,75902,289
14643,T,2023-11-06,96773,4750
14644,T,2023-10-16,27661,4347
14645,F,2023-10-25,60809,2163
14646,F,2023-10-09,33891,2497
14647,T,2023-10-10,78505,1734
14648,F,2023-10-21,43533,3153
14649,F,2023-10-10,24352,3324
14650,F,2023-10-19,90102,1131
14651,T,2023-10-22,91136,1196
14652,F,2023-10-20,78198,3383
14653,F,2023-10-21,85268,275
14654,T,2023-10-12,52643,2781
14655,T,2023-10-16,59061,3253
14656,T,2023-10-31,78653,2398
14657,F,2023-11-01,77172,212
14658,F,2023-10-26,12327,4695
14659,F,2023-10-17,46365,3672
14660,T,2023-10-16,42152,1390
14661,T,2023-10-23,58922,823
14662,F,2023-10-24,78846,2958
14663,T,2023-10-16,4378,2753
14664,T,2023-11-02,5188,4719
14665,F,2023-10-08,47539,3981
14666,T,2023-10-22,75501,1242
14667,T,2023-10-20,87309,4305
14668,T,2023-11-05,94383,687
14669,F,2023-10-26,23378,1613
14670,F,2023-10-23,52059,3198
14671,F,2023-10-17,28018,3371
14672,T,2023-10-25,50034,2590
14673,T,2023-10-26,18057,419
14674,T,2023-11-04,30228,2799
14675,F,2023-10-27,77895,2665
14676,T,2023-10-17,70187,2482
14677,T,2023-10-11,25785,741
14678,T,2023-10-29,16032,4690
14679,T,2023-10-12,88993,1957
14680,F,2023-10-22,49705,273
14681,T,2023-10-17,94441,560
14682,T,2023-10-30,30674,1571
14683,F,2023-10-19,75073,3976
14684,F,2023-10-09,58991,4153
14685,F,2023-10-21,83686,2595
14686,F,2023-11-05,79247,2359
14687,F,2023-10-22,92753,3566
14688,T,2023-11-02,35595,2351
14689,T,2023-10-23,4994,4296
14690,F,2023-10-29,51918,3996
14691,T,2023-10-24,20913,1223
14692,F,2023-10-25,75081,2852
14693,T,2023-11-06,40568,2597
14694,F,2023-10-25,38955,4069
14695,T,2023-10-11,65439,4366
14696,T,2023-10-10,51088,3691
14697,T,2023-10-18,79313,911
14698,T,2023-10-11,58685,1172
14699,F,2023-10-16,74170,1948
14700,T,2023-10-10,71804,554
14701,F,2023-10-27,26745,3888
14702,F,2023-10-14,90789,1642
14703,F,2023-10-31,22681,594
14704,T,2023-10-19,37985,992
14705,F,2023-10-19,92434,4886
14706,F,2023-10-21,35486,4510
14707,T,2023-10-11,94067,234
14708,F,2023-10-10,1144,3795
14709,F,2023-10-25,89821,4146
14710,T,2023-10-10,69563,2098
14711,F,2023-10-25,46282,3407
14712,F,2023-11-06,84704,1154
14713,F,2023-10-31,82729,3347
14714,F,2023-10-20,79160,3689
14715,T,2023-10-18,89882,3724
14716,T,2023-10-08,50426,513
14717,T,2023-10-09,22737,1007
14718,F,2023-11-01,55046,1256
14719,F,2023-10-23,97147,2134
14720,F,2023-10-10,39119,1732
14721,T,2023-10-28,8320,1771
14722,T,2023-10-19,31315,771
14723,T,2023-11-02,7534,3871
14724,T,2023-10-13,8036,4004
14725,F,2023-10-26,820,372
14726,T,2023-10-29,77915,1733
14727,T,2023-10-28,44674,2383
14728,F,2023-10-20,85012,4738
14729,F,2023-10-16,68018,3889
14730,F,2023-10-22,24909,2802
14731,F,2023-10-16,50314,4381
14732,T,2023-10-16,37876,430
14733,T,2023-10-26,6380,2574
14734,T,2023-10-11,62548,2763
14735,F,2023-10-23,3230,1583
14736,T,2023-10-08,17146,2428
14737,T,2023-11-05,27811,2125
14738,F,2023-10-09,9281,2715
14739,F,2023-10-28,14537,22
14740,F,2023-10-15,15264,2323
14741,F,2023-10-24,9873,3409
14742,T,2023-10-21,84904,1544
14743,T,2023-10-19,35581,3290
14744,T,2023-10-17,65748,137
14745,T,2023-10-17,19946,4290
14746,T,2023-11-03,4688,32
14747,T,2023-10-25,56071,4543
14748,F,2023-10-14,65450,1089
14749,T,2023-10-28,73414,1936
14750,F,2023-10-13,27936,4274
14751,F,2023-10-31,47373,835
14752,F,2023-10-23,50420,2910
14753,T,2023-10-14,84130,2256
14754,F,2023-10-16,7388,720
14755,F,2023-10-11,27754,3390
14756,T,2023-10-10,49480,4751
14757,F,2023-10-20,88109,891
14758,F,2023-10-14,38344,4861
14759,T,2023-10-19,52805,222
14760,F,2023-10-17,56384,888
14761,F,2023-10-20,4138,627
14762,T,2023-10-17,95166,3760
14763,T,2023-10-29,6788,2455
14764,T,2023-10-31,74025,2127
14765,T,2023-10-09,29896,710
14766,F,2023-10-23,88555,4877
14767,T,2023-10-19,84409,4830
14768,F,2023-10-31,1086,1350
14769,F,2023-10-14,6910,3877
14770,F,2023-10-20,35220,556
14771,T,2023-10-23,83912,3662
14772,F,2023-10-25,23251,2889
14773,F,2023-10-22,78034,555
14774,T,2023-10-28,52743,4585
14775,T,2023-10-14,20876,4897
14776,T,2023-11-06,45589,435
14777,F,2023-11-06,49367,129
14778,T,2023-10-29,52350,4945
14779,F,2023-10-31,65031,1919
14780,T,2023-10-25,75120,4382
14781,F,2023-11-03,50903,4571
14782,F,2023-10-13,34959,3939
14783,F,2023-10-29,44855,1791
14784,F,2023-10-14,97129,1130
14785,F,2023-11-05,31349,2310
14786,T,2023-10-28,47490,4400
14787,F,2023-10-16,45235,329
14788,T,2023-10-30,10811,350
14789,T,2023-10-15,70554,3337
14790,F,2023-10-11,72201,1367
14791,T,2023-10-27,39731,1909
14792,T,2023-10-30,98571,2685
14793,T,2023-11-06,97621,3639
14794,F,2023-10-28,93626,2948
14795,F,2023-10-13,70997,3024
14796,F,2023-10-15,50253,4209
14797,F,2023-10-31,74389,2612
14798,T,2023-10-29,40526,4980
14799,F,2023-11-05,35280,3096
14800,T,2023-10-21,8359,4556
14801,F,2023-11-02,78294,4278
14802,T,2023-10-16,8282,3476
14803,T,2023-11-03,99159,1003
14804,F,2023-10-25,88361,2767
14805,T,2023-10-21,89741,907
14806,F,2023-10-13,78132,4915
14807,F,2023-11-06,81546,2706
14808,F,2023-10-25,70877,4432
14809,T,2023-10-18,45644,2848
14810,T,2023-10-28,8414,14
14811,F,2023-11-04,32448,2428
14812,F,2023-10-12,64049,876
14813,F,2023-11-06,80047,3153
14814,F,2023-10-29,20603,2814
14815,T,2023-10-12,25811,1510
14816,T,2023-10-29,42199,1838
14817,F,2023-11-04,86085,2857
14818,F,2023-10-08,400,4801
14819,T,2023-10-09,21833,2373
14820,F,2023-10-14,83701,1386
14821,F,2023-10-26,38520,4454
14822,F,2023-10-09,89638,1117
14823,F,2023-11-06,48391,2399
14824,T,2023-10-18,84610,3187
14825,T,2023-10-27,3235,179
14826,F,2023-10-10,39665,3598
14827,F,2023-10-21,11493,1883
14828,T,2023-10-23,2303,3292
14829,F,2023-10-20,39952,1874
14830,T,2023-10-15,3100,1049
14831,F,2023-10-31,83292,821
14832,F,2023-10-24,72791,1336
14833,F,2023-11-05,18604,2309
14834,T,2023-10-13,57141,3353
14835,F,2023-10-22,46298,2308
14836,F,2023-10-16,66436,105
14837,T,2023-10-22,34628,841
14838,T,2023-10-09,61243,3434
14839,F,2023-11-02,1399,1685
14840,T,2023-10-30,28005,2214
14841,T,2023-10-15,6880,4866
14842,F,2023-10-29,18287,4952
14843,F,2023-10-13,7623,3832
14844,F,2023-11-04,80130,1025
14845,T,2023-11-02,86036,252
14846,F,2023-10-10,97707,2280
14847,F,2023-10-15,76718,4203
14848,T,2023-10-14,3167,2022
14849,F,2023-10-28,18877,4147
14850,F,2023-11-03,46115,3552
14851,F,2023-11-01,56674,3718
14852,T,2023-10-22,2971,434
14853,F,2023-10-22,34836,67
14854,F,2023-10-14,83128,2880
14855,T,2023-10-30,47314,4050
14856,F,2023-11-03,85310,2560
14857,T,2023-10-29,11788,3234
14858,F,2023-10-20,53356,2519
14859,T,2023-10-23,74628,819
14860,T,2023-10-12,21765,190
14861,F,2023-10-22,334,1052
14862,T,2023-10-22,6174,281
14863,F,2023-10-18,78603,2969
14864,F,2023-10-18,41191,2683
14865,F,2023-10-12,89756,285
14866,F,2023-10-22,73198,705
14867,F,2023-10-15,95177,4661
14868,T,2023-10-25,15753,589
14869,T,2023-10-17,3044,946
14870,T,2023-10-08,66986,477
14871,T,2023-10-21,35030,4343
14872,F,2023-10-30,78836,762
14873,T,2023-10-25,283,4580
14874,T,2023-10-24,47237,1940
14875,F,2023-11-01,41031,3262
14876,F,2023-10-24,5000,37
14877,F,2023-10-14,41506,596
14878,T,2023-10-14,61353,242
14879,T,2023-10-28,56698,3724
14880,F,2023-10-18,5883,4418
14881,F,2023-10-23,84815,3329
14882,F,2023-11-04,37958,664
14883,T,2023-10-29,75172,2417
14884,T,2023-10-13,93385,949
14885,T,2023-10-15,549,4082
14886,F,2023-10-18,12712,2335
14887,T,2023-10-14,22130,3542
14888,F,2023-10-30,65744,2147
14889,T,2023-11-03,51757,3530
14890,F,2023-11-04,98380,87
14891,T,2023-10-21,23296,4459
14892,F,2023-10-15,66519,3433
14893,T,2023-11-04,31409,985
14894,T,2023-11-05,24625,406
14895,F,2023-11-04,12743,4201
14896,T,2023-11-03,16399,1189
14897,T,2023-10-19,64098,1283
14898,F,2023-10-21,88699,2294
14899,F,2023-10-26,59743,2859
14900,T,2023-11-02,26683,3247
14901,F,2023-10-23,7688,2938
14902,T,2023-10-30,3156,4193
14903,F,2023-10-22,98821,3665
14904,F,2023-10-13,12978,4924
14905,F,2023-10-27,56028,6
14906,T,2023-10-30,7254,1212
14907,F,2023-10-09,14154,4152
14908,T,2023-10-19,64527,3904
14909,F,2023-10-19,34412,317
14910,F,2023-10-23,11440,3900
14911,T,2023-10-08,99965,4348
14912,F,2023-10-17,55339,1788
14913,F,2023-10-15,12633,2223
14914,F,2023-10-14,4143,3504
14915,F,2023-11-03,80053,792
14916,F,2023-10-10,18475,3700
14917,F,2023-10-15,22268,156
14918,T,2023-10-19,82659,1212
14919,T,2023-10-28,16038,3076
14920,F,2023-10-28,59553,4134
14921,T,2023-11-02,20256,4042
14922,T,2023-10-11,29686,792
14923,T,2023-10-21,22972,1361
14924,F,2023-10-24,62778,1405
14925,F,2023-10-28,86469,3067
14926,T,2023-10-21,45651,3233
14927,F,2023-10-22,6781,1152
14928,T,2023-10-18,68979,1702
14929,F,2023-10-25,93382,2815
14930,T,2023-11-04,10648,2010
14931,T,2023-11-06,8065,3081
14932,F,2023-11-01,44214,4754
14933,T,2023-10-14,18579,1276
14934,F,2023-10-29,94023,3648
14935,F,2023-10-17,38278,3166
14936,T,2023-11-05,5129,4031
14937,F,2023-10-25,13712,456
14938,F,2023-11-04,42834,1985
14939,T,2023-10-08,64324,643
14940,F,2023-11-06,74833,1068
14941,T,2023-10-26,63495,1999
14942,T,2023-10-10,36551,2664
14943,F,2023-11-05,12220,724
14944,F,2023-10-15,50558,3989
14945,T,2023-10-12,49548,2389
14946,T,2023-10-28,99631,4281
14947,F,2023-11-02,96970,999
14948,F,2023-10-08,86371,3329
14949,F,2023-10-24,84723,1101
14950,T,2023-10-22,39554,2143
14951,T,2023-10-20,32218,1711
14952,T,2023-10-28,6719,1093
14953,T,2023-10-09,32924,4633
14954,F,2023-10-08,16641,3465
14955,T,2023-10-12,73074,198
14956,F,2023-10-29,15521,3588
14957,T,2023-10-22,98893,1612
14958,F,2023-10-27,12149,930
14959,T,2023-10-16,93557,679
14960,F,2023-10-29,15860,764
14961,T,2023-10-31,44142,3906
14962,F,2023-10-15,59225,2393
14963,T,2023-10-24,36594,363
14964,T,2023-10-11,32853,1443
14965,F,2023-11-01,92428,650
14966,F,2023-10-19,9176,2948
14967,T,2023-10-16,90900,2105
14968,F,2023-11-01,88413,2952
14969,F,2023-10-30,81257,2414
14970,F,2023-11-06,1427,3810
14971,T,2023-10-21,67860,3400
14972,T,2023-10-18,36828,3716
14973,F,2023-11-05,62966,3524
14974,T,2023-10-24,67505,4445
14975,F,2023-10-29,22045,270
14976,T,2023-10-25,73034,1877
14977,F,2023-10-11,74503,2803
14978,T,2023-10-11,59641,3256
14979,F,2023-10-19,48845,2393
14980,T,2023-10-22,94662,1837
14981,T,2023-10-25,23606,940
14982,F,2023-11-05,98465,2893
14983,F,2023-11-01,75315,4874
14984,F,2023-10-10,23578,2915
14985,T,2023-10-08,39808,4611
14986,T,2023-10-11,8106,2380
14987,F,2023-11-01,33986,2204
14988,T,2023-10-14,52632,701
14989,F,2023-10-14,1235,4191
14990,T,2023-10-23,47995,1055
14991,F,2023-10-27,95697,1994
14992,F,2023-10-26,92056,2598
14993,F,2023-11-04,18644,1132
14994,T,2023-10-10,31263,2168
14995,F,2023-10-21,51072,1960
14996,T,2023-10-13,51412,3021
14997,F,2023-11-01,20683,627
14998,T,2023-10-30,13494,74
14999,F,2023-10-15,10419,1933
15000,T,2023-10-13,317,3381
15001,T,2023-10-13,77,1073
15002,T,2023-10-16,82592,1052
15003,F,2023-10-20,53903,1717
15004,T,2023-10-09,4537,4281
15005,F,2023-10-09,56310,567
15006,T,2023-10-24,13826,2249
15007,F,2023-10-10,14184,4572
15008,T,2023-10-24,7404,4132
15009,T,2023-10-18,20750,4773
15010,T,2023-10-20,56359,1268
15011,T,2023-10-13,74032,835
15012,T,2023-11-05,56896,652
15013,T,2023-11-06,83622,4026
15014,T,2023-10-11,91256,2266
15015,F,2023-10-19,23152,1868
15016,F,2023-10-19,78722,4822
15017,F,2023-10-12,30152,3016
15018,T,2023-11-04,26136,1104
15019,F,2023-10-23,55401,4520
15020,F,2023-11-04,72461,27
15021,F,2023-11-04,41860,3731
15022,F,2023-11-01,12877,179
15023,F,2023-10-13,59899,1950
15024,T,2023-10-20,20017,3528
15025,T,2023-10-17,47534,2328
15026,T,2023-10-17,87409,1591
15027,F,2023-10-31,2713,727
15028,T,2023-10-10,58804,2166
15029,F,2023-11-01,44390,2495
15030,T,2023-10-17,42151,3277
15031,T,2023-11-01,48871,1986
15032,T,2023-11-06,78312,1376
15033,T,2023-10-18,95766,2040
15034,F,2023-10-11,54499,165
15035,T,2023-10-15,48425,1496
15036,F,2023-10-17,12365,1413
15037,F,2023-10-14,79634,4277
15038,F,2023-10-12,8729,2525
15039,F,2023-10-16,33554,4184
15040,F,2023-10-08,69739,672
15041,F,2023-10-25,29437,2594
15042,T,2023-10-20,2527,342
15043,F,2023-11-03,99416,1507
15044,T,2023-10-09,52821,557
15045,F,2023-10-31,38494,1315
15046,T,2023-11-02,69441,3604
15047,T,2023-10-31,2444,1394
15048,T,2023-10-08,82450,682
15049,F,2023-10-11,50931,1983
15050,T,2023-10-25,914,3262
15051,T,2023-11-01,54164,632
15052,F,2023-10-10,87436,3759
15053,T,2023-11-02,77502,3702
15054,T,2023-11-02,31640,1746
15055,T,2023-11-02,525,2446
15056,F,2023-10-14,56495,2690
15057,T,2023-10-10,95192,32
15058,T,2023-10-26,19479,724
15059,F,2023-11-04,74118,4699
15060,F,2023-10-11,94403,4018
15061,F,2023-11-05,82334,2996
15062,T,2023-10-16,97193,2481
15063,T,2023-10-16,95461,2834
15064,T,2023-10-11,91477,1142
15065,F,2023-10-10,98271,1520
15066,F,2023-11-05,76476,2850
15067,F,2023-10-18,96882,580
15068,F,2023-11-05,42913,4980
15069,T,2023-10-19,16458,2095
15070,T,2023-10-30,64557,1655
15071,T,2023-10-27,10874,645
15072,F,2023-10-09,86293,1116
15073,F,2023-10-22,96458,1775
15074,F,2023-10-10,76714,785
15075,F,2023-10-16,88603,2207
15076,T,2023-10-24,5507,4537
15077,T,2023-10-28,94397,1001
15078,F,2023-10-22,61626,1956
15079,F,2023-10-29,73409,2521
15080,T,2023-10-09,56614,3712
15081,T,2023-10-23,36825,3158
15082,F,2023-11-05,27214,3358
15083,T,2023-10-25,35481,776
15084,F,2023-10-26,28379,2318
15085,F,2023-10-27,82322,2037
15086,T,2023-10-14,17916,4181
15087,F,2023-10-25,14058,1609
15088,F,2023-10-22,39861,2715
15089,F,2023-10-31,63132,3123
15090,T,2023-10-26,80081,2635
15091,F,2023-10-30,42710,593
15092,F,2023-10-22,38866,3582
15093,F,2023-11-04,5750,1918
15094,F,2023-10-14,752,728
15095,T,2023-10-28,93635,2687
15096,F,2023-10-23,22526,2749
15097,F,2023-10-09,54676,3518
15098,F,2023-10-30,53217,1739
15099,T,2023-10-12,29267,3733
15100,T,2023-10-24,65793,2656
15101,T,2023-11-05,53802,4350
15102,T,2023-10-23,87347,4970
15103,T,2023-10-19,52929,594
15104,T,2023-10-09,78053,1129
15105,F,2023-11-04,66497,1068
15106,T,2023-11-03,44702,4160
15107,T,2023-10-23,38502,1878
15108,F,2023-10-25,94830,1203
15109,T,2023-10-21,80568,4873
15110,T,2023-10-24,92048,2813
15111,T,2023-10-12,30380,4615
15112,F,2023-10-12,19977,1449
15113,T,2023-10-13,61405,49
15114,T,2023-10-24,91442,4385
15115,F,2023-10-20,99983,2019
15116,F,2023-10-23,86840,908
15117,T,2023-11-02,95563,3089
15118,T,2023-10-19,48065,2951
15119,T,2023-10-29,75892,1993
15120,T,2023-10-31,49147,2695
15121,F,2023-10-09,35488,4957
15122,T,2023-10-15,87443,1303
15123,T,2023-11-01,4582,4197
15124,F,2023-10-31,24006,2808
15125,T,2023-10-30,71507,4880
15126,F,2023-10-15,62153,2398
15127,F,2023-10-10,23189,1738
15128,T,2023-10-10,62442,4986
15129,F,2023-10-13,23268,2188
15130,T,2023-10-19,37615,3444
15131,T,2023-10-25,83275,159
15132,F,2023-10-24,39921,4273
15133,T,2023-10-24,44504,4859
15134,F,2023-10-14,46973,2231
15135,F,2023-10-31,29393,291
15136,F,2023-11-05,48252,1137
15137,T,2023-11-05,39386,2338
15138,F,2023-10-20,20541,4596
15139,F,2023-10-15,92456,2140
15140,T,2023-10-22,42572,2825
15141,F,2023-10-11,94340,2539
15142,F,2023-10-25,63484,126
15143,F,2023-10-20,83952,1042
15144,F,2023-11-06,93536,857
15145,T,2023-10-26,86789,3161
15146,T,2023-10-17,35716,4784
15147,F,2023-10-31,64633,3692
15148,T,2023-11-05,82801,557
15149,F,2023-11-02,78349,4721
15150,F,2023-11-03,75763,1868
15151,T,2023-10-16,68351,3161
15152,F,2023-10-08,89588,2746
15153,T,2023-10-31,24522,3636
15154,T,2023-10-29,78256,3460
15155,F,2023-10-18,21642,266
15156,F,2023-10-13,63553,3292
15157,T,2023-10-13,53555,45
15158,T,2023-11-06,86852,4969
15159,F,2023-10-20,34781,3221
15160,T,2023-10-27,15047,1605
15161,F,2023-10-15,95704,4015
15162,T,2023-10-19,5095,3910
15163,T,2023-10-13,34764,2222
15164,F,2023-10-25,68297,3091
15165,T,2023-10-16,25845,1617
15166,T,2023-10-23,52608,3420
15167,F,2023-10-13,69111,3205
15168,F,2023-10-12,5443,145
15169,T,2023-10-23,19772,1429
15170,F,2023-11-05,76375,3
15171,T,2023-10-14,39261,3421
15172,T,2023-10-11,58129,714
15173,F,2023-10-29,92334,2941
15174,T,2023-10-21,83423,2543
15175,T,2023-11-03,85541,3321
15176,T,2023-10-09,42352,3735
15177,T,2023-11-05,19197,1609
15178,T,2023-10-15,17852,4963
15179,T,2023-11-02,72242,3406
15180,F,2023-10-24,81456,4705
15181,F,2023-10-09,46245,3267
15182,T,2023-11-04,63103,802
15183,T,2023-11-04,56725,2842
15184,T,2023-10-26,74263,367
15185,T,2023-10-28,22264,89
15186,F,2023-10-11,4238,3329
15187,F,2023-11-04,69914,1027
15188,F,2023-10-23,76923,1576
15189,T,2023-10-25,21321,302
15190,F,2023-10-08,98797,2057
15191,T,2023-11-05,51624,1182
15192,T,2023-10-14,43336,1793
15193,T,2023-10-10,63005,3191
15194,T,2023-10-28,8839,1881
15195,T,2023-10-30,90565,3177
15196,F,2023-10-28,38581,1964
15197,T,2023-10-23,14880,2651
15198,T,2023-10-17,73962,1174
15199,T,2023-10-20,81957,4094
15200,F,2023-10-31,54609,368
15201,T,2023-10-09,21321,2455
15202,F,2023-10-12,99206,1411
15203,T,2023-10-28,12322,4588
15204,F,2023-10-25,62857,2471
15205,F,2023-11-03,81493,3154
15206,T,2023-10-23,43229,3929
15207,T,2023-10-25,40265,3326
15208,T,2023-11-04,78613,3560
15209,T,2023-10-17,7652,962
15210,T,2023-10-27,37768,3025
15211,F,2023-10-14,11461,644
15212,T,2023-10-17,14744,154
15213,T,2023-11-03,72268,165
15214,F,2023-10-30,5842,75
15215,F,2023-10-24,80811,3276
15216,F,2023-10-11,3383,2146
15217,F,2023-10-08,42077,4456
15218,F,2023-10-27,24853,2376
15219,F,2023-11-01,71733,2713
15220,F,2023-10-31,1578,2214
15221,T,2023-10-17,78556,3370
15222,F,2023-11-04,21972,3015
15223,T,2023-10-25,44119,1439
15224,F,2023-10-13,91063,1433
15225,F,2023-10-15,56319,4451
15226,T,2023-10-16,85501,4420
15227,F,2023-10-20,87402,683
15228,F,2023-10-22,81105,4017
15229,T,2023-10-13,78358,3325
15230,F,2023-10-08,63983,927
15231,F,2023-10-24,51529,2567
15232,F,2023-11-06,9699,2906
15233,T,2023-10-25,40529,1158
15234,F,2023-10-30,93703,3271
15235,F,2023-10-22,27300,1699
15236,F,2023-10-16,28507,3576
15237,T,2023-10-17,84590,3178
15238,T,2023-10-13,32744,4604
15239,F,2023-10-12,28093,429
15240,T,2023-10-18,89727,3027
15241,T,2023-10-30,95392,2502
15242,F,2023-10-15,11948,978
15243,T,2023-10-31,66744,399
15244,T,2023-10-19,1912,2672
15245,F,2023-10-15,19769,4930
15246,T,2023-10-20,84023,3054
15247,F,2023-10-15,26213,448
15248,F,2023-10-15,56012,1380
15249,F,2023-10-09,67898,1342
15250,F,2023-10-22,91327,124
15251,T,2023-11-01,31969,2519
15252,F,2023-10-17,68570,1774
15253,T,2023-10-14,9471,2279
15254,T,2023-10-19,49075,3420
15255,T,2023-10-11,76200,2943
15256,T,2023-10-13,46442,4998
15257,F,2023-11-04,22300,3400
15258,F,2023-10-28,41649,352
15259,F,2023-10-15,15158,1844
15260,T,2023-10-12,19797,2520
15261,T,2023-10-27,47496,2302
15262,T,2023-10-28,8411,1731
15263,F,2023-10-11,6645,2275
15264,F,2023-10-08,25296,4732
15265,F,2023-10-28,29920,901
