id,costo,descripcion
21549,34,probably
21550,158,run
21551,132,doctor
21552,99,still
21553,21,campaign
21554,161,on
21555,84,free
21556,190,similar
21557,34,purpose
21558,127,between
21559,11,dream
21560,163,Mr
21561,31,institution
21562,163,participant
21563,161,happen
21564,16,training
21565,16,site
21566,130,look
21567,74,down
21568,123,must
21569,143,throw
21570,15,west
21571,95,community
21572,72,article
21573,23,strategy
21574,125,pass
21575,133,best
21576,160,benefit
21577,149,wide
21578,21,couple
21579,185,participant
21580,71,partner
21581,88,weight
21582,166,air
21583,37,memory
21584,179,in
21585,170,reveal
21586,103,break
21587,93,seven
21588,119,PM
21589,177,table
21590,198,million
21591,30,friend
21592,133,manage
21593,165,consumer
21594,53,reach
21595,102,front
21596,116,southern
21597,35,author
21598,138,foreign
21599,155,the
21600,174,argue
21601,190,event
21602,129,reality
21603,160,doctor
21604,52,direction
21605,116,action
21606,13,decade
21607,144,dinner
21608,119,above
21609,146,it
21610,90,save
21611,133,local
21612,72,where
21613,93,health
21614,135,water
21615,12,focus
21616,66,discussion
21617,162,help
21618,10,idea
21619,81,stock
21620,155,particularly
21621,85,within
21622,27,national
21623,151,yard
21624,93,system
21625,105,partner
21626,186,finally
21627,109,result
21628,125,thousand
21629,60,rate
21630,146,but
21631,15,international
21632,72,about
21633,137,hand
21634,66,central
21635,120,budget
21636,78,music
21637,37,painting
21638,189,already
21639,145,push
21640,157,another
21641,122,moment
21642,54,throughout
21643,96,news
21644,110,lose
21645,185,everybody
21646,61,a
21647,117,paper
21648,35,wall
21649,42,smile
21650,80,why
21651,60,occur
21652,181,market
21653,112,rich
21654,86,fish
21655,47,personal
21656,29,upon
21657,35,thing
21658,64,radio
21659,122,talk
21660,175,support
21661,117,visit
21662,166,part
21663,24,head
21664,92,customer
21665,61,often
21666,70,common
21667,77,book
21668,26,strong
21669,131,place
21670,134,state
21671,83,traditional
21672,83,control
21673,143,respond
21674,197,why
21675,91,can
21676,116,long
21677,84,course
21678,57,drug
21679,66,ever
21680,149,prepare
21681,85,capital
21682,188,know
21683,173,particular
21684,28,keep
21685,140,me
21686,124,across
21687,188,state
21688,91,reduce
21689,81,everybody
21690,71,education
21691,19,build
21692,134,prepare
21693,78,center
21694,121,show
21695,192,example
21696,129,check
21697,113,several
21698,92,behavior
21699,130,act
21700,149,maintain
21701,187,stand
21702,179,morning
21703,64,word
21704,23,TV
21705,157,star
21706,147,firm
21707,185,moment
21708,53,population
21709,109,appear
21710,195,drive
21711,110,color
21712,58,market
21713,65,majority
21714,101,inside
21715,121,avoid
21716,139,practice
21717,176,indicate
21718,185,receive
21719,23,race
21720,154,use
21721,84,skill
21722,169,can
21723,185,in
21724,167,concern
21725,21,cause
21726,167,rather
21727,170,bit
21728,64,across
21729,114,near
21730,144,avoid
21731,110,surface
21732,162,sometimes
21733,117,report
21734,173,lay
21735,105,instead
21736,88,half
21737,137,fact
21738,77,owner
21739,192,media
21740,58,wife
21741,183,increase
21742,28,federal
21743,106,language
21744,47,place
21745,87,new
21746,68,development
21747,142,whole
21748,187,still
21749,42,how
21750,43,soon
21751,111,dinner
21752,124,spring
21753,61,car
21754,23,nation
21755,129,drive
21756,159,hair
21757,99,trip
21758,58,account
21759,147,discover
21760,165,have
21761,31,blue
21762,79,little
21763,72,tough
21764,156,fire
21765,13,answer
21766,139,history
21767,174,but
21768,152,with
21769,148,according
21770,85,before
21771,106,provide
21772,177,cold
21773,197,growth
21774,27,box
21775,171,list
21776,87,statement
21777,130,for
21778,117,institution
21779,18,get
21780,156,no
21781,64,available
21782,38,usually
21783,151,me
21784,82,in
21785,17,should
21786,32,manage
21787,27,major
21788,116,almost
21789,73,forward
21790,74,whose
21791,137,eight
21792,152,less
21793,198,cause
21794,120,too
21795,20,our
21796,108,continue
21797,150,cell
21798,11,describe
21799,60,per
21800,43,scientist
21801,121,pass
21802,142,tend
21803,107,everything
21804,127,culture
21805,20,sort
21806,130,animal
21807,94,final
21808,34,especially
21809,36,feel
21810,18,common
21811,109,successful
21812,114,common
21813,13,value
21814,15,wear
21815,124,all
21816,170,this
21817,80,ten
21818,43,future
21819,19,loss
21820,10,style
21821,165,newspaper
21822,55,here
21823,125,avoid
21824,181,when
21825,66,live
21826,129,wait
21827,126,idea
21828,12,information
21829,189,line
21830,181,community
21831,40,also
21832,127,decade
21833,62,step
21834,148,performance
21835,108,learn
21836,94,down
21837,172,child
21838,85,listen
21839,166,personal
21840,25,gun
21841,77,clearly
21842,19,which
21843,37,response
21844,59,guess
21845,60,standard
21846,184,run
21847,179,out
21848,112,above
21849,87,collection
21850,109,bring
21851,193,always
21852,42,final
21853,107,success
21854,70,speech
21855,144,send
21856,177,oil
21857,107,house
21858,187,or
21859,147,reflect
21860,89,resource
21861,129,despite
21862,166,open
21863,66,such
21864,198,news
21865,121,second
21866,60,source
21867,24,picture
21868,85,for
21869,78,western
21870,168,reason
21871,49,trip
21872,178,national
21873,10,garden
21874,87,effect
21875,118,citizen
21876,38,building
21877,81,science
21878,177,assume
21879,63,discuss
21880,57,bit
21881,176,response
21882,86,place
21883,103,about
21884,187,upon
21885,45,add
21886,193,born
21887,189,page
21888,156,lay
21889,82,movie
21890,21,door
21891,191,adult
21892,145,discussion
21893,66,card
21894,96,same
21895,128,course
21896,151,book
21897,187,camera
21898,102,draw
21899,193,government
21900,112,wonder
21901,139,war
21902,49,can
21903,187,wait
21904,68,yes
21905,87,expert
21906,132,far
21907,168,tend
21908,151,decision
21909,123,practice
21910,177,foot
21911,68,image
21912,61,word
21913,56,three
21914,74,week
21915,176,anything
21916,148,manager
21917,151,and
21918,104,hard
21919,86,number
21920,172,its
21921,50,center
21922,68,capital
21923,83,while
21924,53,wife
21925,18,debate
21926,47,million
21927,50,amount
21928,40,fish
21929,177,work
21930,13,low
21931,164,appear
21932,92,respond
21933,177,seven
21934,52,energy
21935,34,recognize
21936,154,man
21937,21,concern
21938,189,everything
21939,30,issue
21940,82,high
21941,110,item
21942,40,feel
21943,183,season
21944,24,expect
21945,80,past
21946,128,condition
21947,104,thus
21948,122,course
21949,198,be
21950,86,effect
21951,151,Mrs
21952,52,again
21953,79,page
21954,105,nothing
21955,144,simple
21956,125,kitchen
21957,117,off
21958,108,late
21959,67,upon
21960,141,blue
21961,39,they
21962,142,allow
21963,82,deal
21964,118,listen
21965,153,hotel
21966,71,Mrs
21967,19,during
21968,152,huge
21969,171,center
21970,100,him
21971,20,commercial
21972,152,require
21973,166,degree
21974,35,community
21975,189,age
21976,157,movement
21977,144,type
21978,15,energy
21979,69,watch
21980,150,these
21981,86,home
21982,87,would
21983,89,number
21984,174,body
21985,177,mouth
21986,53,successful
21987,176,challenge
21988,150,source
21989,56,consider
21990,27,number
21991,147,as
21992,85,hand
21993,178,answer
21994,184,whose
21995,87,bring
21996,52,how
21997,76,board
21998,112,above
21999,67,themselves
22000,56,reality
22001,120,field
22002,89,so
22003,193,second
22004,170,then
22005,156,network
22006,119,throughout
22007,126,if
22008,182,image
22009,27,policy
22010,174,tend
22011,60,case
22012,153,floor
22013,62,style
22014,154,scene
22015,171,education
22016,63,environmental
22017,62,major
22018,69,past
22019,180,voice
22020,66,rate
22021,13,performance
22022,136,speak
22023,47,on
22024,49,recognize
22025,28,will
22026,127,contain
22027,72,person
22028,33,own
22029,28,raise
22030,150,realize
22031,30,clear
22032,171,building
22033,32,big
22034,72,together
22035,198,product
22036,51,environmental
22037,187,herself
22038,108,material
22039,15,one
22040,144,girl
22041,110,money
22042,134,task
22043,40,recent
22044,129,degree
22045,172,other
22046,135,agency
22047,156,front
22048,59,arrive
22049,185,image
22050,200,power
22051,192,buy
22052,147,right
22053,42,method
22054,172,authority
22055,116,myself
22056,172,low
22057,57,ten
22058,198,reach
22059,104,young
22060,20,couple
22061,28,cup
22062,40,source
22063,94,democratic
22064,160,for
22065,32,wonder
22066,188,they
22067,144,financial
22068,83,media
22069,167,seek
22070,186,employee
22071,196,probably
22072,33,standard
22073,132,person
22074,52,carry
22075,39,describe
22076,180,line
22077,133,me
22078,181,inside
22079,10,see
22080,141,member
22081,178,on
22082,154,ahead
22083,194,left
22084,78,some
22085,93,for
22086,30,teacher
22087,17,break
22088,52,million
22089,161,soldier
22090,66,them
22091,35,lose
22092,176,certainly
22093,165,rise
22094,175,whole
22095,77,sit
22096,46,service
22097,188,add
22098,42,name
22099,135,guess
22100,61,early
22101,131,region
22102,90,head
22103,88,notice
22104,114,example
22105,140,phone
22106,79,be
22107,11,image
22108,126,free
22109,48,table
22110,93,occur
22111,59,care
22112,27,admit
22113,102,analysis
22114,56,wish
22115,119,right
22116,175,population
22117,176,wait
22118,77,environmental
22119,195,institution
22120,152,process
22121,36,today
22122,109,school
22123,75,training
22124,129,give
22125,99,best
22126,62,prepare
22127,192,board
22128,155,player
22129,83,debate
22130,65,main
22131,125,child
22132,109,government
22133,87,but
22134,176,wonder
22135,18,tell
22136,106,Democrat
22137,50,agreement
22138,14,majority
22139,169,appear
22140,156,us
22141,56,state
22142,86,adult
22143,47,may
22144,148,concern
22145,190,light
22146,142,standard
22147,139,contain
22148,18,Democrat
22149,29,pattern
22150,95,easy
22151,171,him
22152,114,case
22153,99,family
22154,95,page
22155,11,spend
22156,130,week
22157,52,southern
22158,127,agree
22159,92,site
22160,167,meet
22161,146,second
22162,169,door
22163,130,talk
22164,34,different
22165,137,short
22166,199,white
22167,186,doctor
22168,40,here
22169,131,police
22170,199,writer
22171,55,even
22172,154,plan
22173,42,single
22174,114,fight
22175,22,anyone
22176,86,how
22177,46,cell
22178,54,same
22179,131,rock
22180,41,rise
22181,16,she
22182,95,back
22183,122,medical
22184,155,behavior
22185,114,discussion
22186,25,option
22187,76,between
22188,57,radio
22189,66,area
22190,143,compare
22191,107,activity
22192,173,authority
22193,150,pull
22194,172,at
22195,28,rate
22196,81,write
22197,95,task
22198,194,other
22199,123,seek
22200,127,community
22201,38,expect
22202,46,answer
22203,114,break
22204,14,federal
22205,97,from
22206,169,report
22207,82,trial
22208,90,left
22209,56,day
22210,157,someone
22211,157,our
22212,12,if
22213,147,information
22214,14,another
22215,169,president
22216,133,significant
22217,121,recently
22218,128,whom
22219,196,determine
22220,83,close
22221,95,arrive
22222,125,letter
22223,28,themselves
22224,83,consumer
22225,60,kind
22226,15,process
22227,140,front
22228,119,quickly
22229,159,become
22230,141,ahead
22231,56,say
22232,119,particularly
22233,190,speak
22234,52,lose
22235,43,safe
22236,39,her
22237,196,since
22238,61,off
22239,117,particularly
22240,128,able
22241,79,heart
22242,121,almost
22243,27,much
22244,131,I
22245,134,size
22246,76,reach
22247,106,significant
22248,175,huge
22249,34,notice
22250,48,run
22251,85,road
22252,79,option
22253,194,student
22254,101,writer
22255,84,great
22256,44,million
22257,178,rich
22258,71,leader
22259,97,reduce
22260,78,hair
22261,57,most
22262,185,grow
22263,148,woman
22264,145,through
22265,179,send
22266,194,weight
22267,135,seat
22268,178,impact
22269,85,director
22270,78,blood
22271,40,everyone
22272,150,score
22273,179,speak
22274,92,near
22275,182,few
22276,122,listen
22277,45,state
22278,140,teacher
22279,62,often
22280,90,whole
22281,52,owner
22282,30,herself
22283,76,meeting
22284,10,eight
22285,111,religious
22286,98,find
22287,149,treatment
22288,55,lawyer
22289,180,animal
22290,45,travel
22291,154,above
22292,42,because
22293,75,note
22294,127,bag
22295,125,within
22296,133,still
22297,116,east
22298,21,decision
22299,10,because
22300,47,buy
22301,25,red
22302,157,nothing
22303,72,success
22304,194,interesting
22305,108,society
22306,190,experience
22307,176,manager
22308,97,son
22309,33,wall
22310,34,sea
22311,175,with
22312,181,debate
22313,156,expect
22314,62,world
22315,109,issue
22316,89,laugh
22317,54,in
22318,147,sometimes
22319,165,production
22320,170,inside
22321,33,way
22322,140,article
22323,97,Republican
22324,121,pay
22325,155,specific
22326,107,unit
22327,113,find
22328,58,send
22329,61,style
22330,24,voice
22331,47,increase
22332,81,deep
22333,25,consumer
22334,144,public
22335,124,side
22336,28,religious
22337,96,she
22338,36,inside
22339,121,religious
22340,151,senior
22341,131,change
22342,188,shake
22343,93,close
22344,162,particularly
22345,125,woman
22346,113,how
22347,19,war
22348,100,need
22349,199,us
22350,92,television
22351,88,performance
22352,140,recent
22353,45,everybody
22354,58,instead
22355,88,above
22356,20,recently
22357,89,serve
22358,139,cultural
22359,38,speak
22360,105,conference
22361,158,inside
22362,160,big
22363,13,watch
22364,88,land
22365,170,and
22366,158,question
22367,74,him
22368,14,board
22369,137,thus
22370,14,system
22371,183,fact
22372,48,off
22373,104,film
22374,23,year
22375,198,from
22376,169,southern
22377,13,beat
22378,98,nature
22379,30,smile
22380,114,lead
22381,24,do
22382,185,face
22383,93,purpose
22384,105,difference
22385,61,step
22386,167,kid
22387,194,rule
22388,110,over
22389,86,scientist
22390,26,glass
22391,77,television
22392,24,painting
22393,29,goal
22394,32,dog
22395,107,instead
22396,122,serious
22397,79,talk
22398,33,community
22399,76,better
22400,194,president
22401,70,travel
22402,76,pull
22403,158,camera
22404,79,fund
22405,127,off
22406,102,fly
22407,109,by
22408,51,chance
22409,93,sense
22410,153,nature
22411,96,station
22412,19,sit
22413,165,especially
22414,158,life
22415,187,director
22416,121,cup
22417,41,question
22418,153,exactly
22419,37,agent
22420,72,chance
22421,183,wait
22422,25,represent
22423,45,she
22424,152,right
22425,25,school
22426,131,family
22427,40,movie
22428,175,while
22429,102,type
22430,75,middle
22431,82,oil
22432,61,real
22433,62,general
22434,182,century
22435,54,employee
22436,27,threat
22437,198,send
22438,186,product
22439,91,now
22440,171,establish
22441,49,would
22442,118,camera
22443,43,pick
22444,15,local
22445,115,foreign
22446,116,car
22447,177,should
22448,66,buy
22449,113,special
22450,137,public
22451,117,budget
22452,27,until
22453,93,season
22454,147,court
22455,133,finally
22456,18,answer
22457,118,month
22458,133,deep
22459,66,experience
22460,189,get
22461,182,final
22462,81,board
22463,22,box
22464,192,simply
22465,62,of
22466,46,establish
22467,68,look
22468,141,power
22469,172,sure
22470,116,yes
22471,184,enjoy
22472,77,son
22473,69,home
22474,31,seven
22475,127,until
22476,173,hair
22477,84,miss
22478,134,read
22479,116,write
22480,141,individual
22481,127,because
22482,181,still
22483,84,whom
22484,150,through
22485,186,pull
22486,184,happy
22487,31,anyone
22488,133,piece
22489,68,take
22490,83,your
22491,98,economic
22492,99,leg
22493,49,name
22494,128,modern
22495,46,plant
22496,12,knowledge
22497,157,consumer
22498,184,in
22499,110,challenge
22500,58,visit
22501,139,hear
22502,161,save
22503,79,either
22504,38,feel
22505,113,among
22506,101,rise
22507,164,central
22508,65,must
22509,104,into
22510,147,story
22511,161,behind
22512,129,recognize
22513,157,student
22514,82,section
22515,72,sure
22516,179,newspaper
22517,94,account
22518,69,decade
22519,47,concern
22520,151,Democrat
22521,134,seem
22522,166,hear
22523,151,little
22524,15,true
22525,76,film
22526,145,ever
22527,146,rule
22528,18,top
22529,67,close
22530,156,high
22531,15,respond
22532,92,figure
22533,107,get
22534,19,quite
22535,78,easy
22536,188,share
22537,121,easy
22538,155,specific
22539,156,standard
22540,169,ago
22541,86,over
22542,177,focus
22543,69,prove
22544,161,contain
22545,87,maintain
22546,28,American
22547,123,last
22548,183,store
22549,41,would
22550,31,approach
22551,193,early
22552,157,everyone
22553,69,significant
22554,44,agree
22555,19,little
22556,140,recently
22557,32,answer
22558,123,factor
22559,130,discuss
22560,171,child
22561,15,food
22562,161,gun
22563,147,care
22564,77,city
22565,128,third
22566,65,maybe
22567,112,now
22568,69,sort
22569,16,let
22570,88,everybody
22571,72,summer
22572,169,go
22573,40,although
22574,184,join
22575,145,space
22576,16,tough
22577,99,including
22578,116,common
22579,50,value
22580,123,third
22581,197,gas
22582,59,just
22583,65,painting
22584,172,PM
22585,93,matter
22586,14,that
22587,15,situation
22588,37,prepare
22589,108,minute
22590,67,responsibility
22591,91,charge
22592,55,evidence
22593,103,cup
22594,106,Congress
22595,146,offer
22596,56,onto
22597,86,whose
22598,53,cover
22599,52,future
22600,70,too
22601,71,base
22602,112,deal
22603,157,at
22604,152,page
22605,33,help
22606,136,should
22607,21,guy
22608,83,if
22609,55,health
22610,45,else
22611,187,lay
22612,162,onto
22613,72,pattern
22614,190,side
22615,167,guy
22616,178,receive
22617,118,help
22618,24,per
22619,138,scientist
22620,67,there
22621,156,defense
22622,17,drop
22623,48,along
22624,148,lead
22625,62,sell
22626,145,together
22627,84,us
22628,21,plant
22629,142,long
22630,187,care
22631,86,cause
22632,33,one
22633,137,various
22634,180,citizen
22635,125,case
22636,29,indicate
22637,141,sit
22638,97,rock
22639,85,base
22640,146,camera
22641,56,dinner
22642,109,political
22643,97,high
22644,84,call
22645,80,half
22646,20,wall
22647,139,serve
22648,111,test
22649,99,concern
22650,52,ever
22651,116,anyone
22652,98,management
22653,184,reflect
22654,188,just
22655,65,pull
22656,67,lay
22657,128,them
22658,84,participant
22659,44,everything
22660,17,fish
22661,189,instead
22662,198,leave
22663,129,fill
22664,195,gun
22665,42,color
22666,131,modern
22667,157,participant
22668,139,water
22669,196,maintain
22670,146,floor
22671,130,cut
22672,85,make
22673,155,whole
22674,119,include
22675,123,foreign
22676,69,edge
22677,33,when
22678,190,record
22679,86,benefit
22680,26,argue
22681,156,yet
22682,163,expect
22683,32,white
22684,139,lose
22685,167,meet
22686,151,even
22687,191,class
22688,36,far
22689,199,artist
22690,99,lot
22691,137,simply
22692,121,appear
22693,10,least
22694,31,security
22695,84,size
22696,182,sometimes
22697,156,you
22698,46,goal
22699,29,sister
22700,126,pull
22701,134,order
22702,200,past
22703,105,hair
22704,38,leg
22705,38,mention
22706,122,spend
22707,44,game
22708,197,common
22709,15,three
22710,30,ten
22711,76,game
22712,115,again
22713,127,it
22714,198,spend
22715,102,remain
22716,94,audience
22717,114,mention
22718,168,room
22719,99,eye
22720,66,race
22721,191,another
22722,70,pass
22723,97,everybody
22724,47,system
22725,184,hold
22726,62,child
22727,175,beyond
22728,136,blue
22729,90,campaign
22730,146,could
22731,10,wind
22732,26,bit
22733,95,future
22734,33,manage
22735,182,image
22736,138,close
22737,137,increase
22738,173,ask
22739,187,threat
22740,62,have
22741,53,purpose
22742,128,view
22743,31,true
22744,183,wide
22745,184,full
22746,63,pick
22747,79,cold
22748,194,though
22749,129,scene
22750,148,course
22751,111,by
22752,133,enjoy
22753,111,structure
22754,79,what
22755,54,idea
22756,183,respond
22757,109,station
22758,131,another
22759,170,word
22760,83,size
22761,71,enough
22762,167,yard
22763,62,since
22764,167,camera
22765,30,foot
22766,86,free
22767,125,station
22768,172,trouble
22769,13,blood
22770,119,president
22771,149,look
22772,122,call
22773,34,company
22774,196,major
22775,82,have
22776,28,present
22777,60,worker
22778,67,economic
22779,75,run
22780,83,candidate
22781,95,work
22782,125,support
22783,110,this
22784,39,whole
22785,125,go
22786,94,try
22787,33,according
22788,29,lead
22789,52,quickly
22790,107,result
22791,144,money
22792,137,small
22793,104,treatment
22794,27,environmental
22795,21,society
22796,132,floor
22797,71,realize
22798,100,result
22799,134,democratic
22800,101,network
22801,128,else
22802,50,his
22803,35,front
22804,172,tell
22805,57,appear
22806,34,consumer
22807,64,matter
22808,156,share
22809,98,during
22810,58,year
22811,190,small
22812,55,own
22813,76,commercial
22814,193,daughter
22815,35,spend
22816,71,door
22817,193,standard
22818,36,position
22819,163,reality
22820,60,collection
22821,32,return
22822,12,method
22823,65,music
22824,188,mention
22825,154,sister
22826,81,result
22827,120,practice
22828,102,buy
22829,143,off
22830,92,team
22831,157,thank
22832,33,red
22833,135,company
22834,41,development
22835,78,study
22836,45,group
22837,169,bank
22838,105,these
22839,138,them
22840,188,fight
22841,138,medical
22842,89,American
22843,172,class
22844,74,difference
22845,37,summer
22846,187,huge
22847,62,fill
22848,86,will
22849,150,see
22850,165,within
22851,98,including
22852,110,democratic
22853,62,same
22854,27,south
22855,62,task
22856,10,serious
22857,24,crime
22858,149,oil
22859,50,color
22860,156,already
22861,161,look
22862,85,fast
22863,193,green
22864,190,son
22865,122,interesting
22866,60,especially
22867,104,high
22868,93,someone
22869,128,military
22870,91,father
22871,80,report
22872,159,boy
22873,169,board
22874,77,recognize
22875,38,take
22876,175,change
22877,90,even
22878,72,there
22879,127,economy
22880,35,reason
22881,137,you
22882,108,discuss
22883,174,perform
22884,29,strong
22885,88,per
22886,111,wind
22887,57,them
22888,131,method
22889,136,hand
22890,180,teacher
22891,113,note
22892,181,commercial
22893,126,but
22894,16,stop
22895,179,carry
22896,196,country
22897,127,create
22898,156,hope
22899,53,subject
22900,130,article
22901,184,bill
22902,124,challenge
22903,146,ground
22904,28,good
22905,12,movie
22906,115,fly
22907,89,less
22908,188,thing
22909,114,machine
22910,38,pressure
22911,145,magazine
22912,161,contain
22913,81,face
22914,110,degree
22915,117,know
22916,122,data
22917,184,debate
22918,62,finally
22919,79,despite
22920,200,star
22921,116,describe
22922,189,so
22923,112,four
22924,187,customer
22925,130,worker
22926,81,Mr
22927,172,could
22928,135,director
22929,196,scientist
22930,171,college
22931,90,performance
22932,61,low
22933,96,TV
22934,131,include
22935,31,agency
22936,43,girl
22937,165,either
22938,194,bed
22939,64,certainly
22940,175,follow
22941,140,top
22942,178,still
22943,114,pay
22944,153,many
22945,114,actually
22946,105,purpose
22947,133,expert
22948,152,better
22949,50,upon
22950,32,provide
22951,151,the
22952,172,sound
22953,98,onto
22954,73,apply
22955,157,avoid
22956,72,realize
22957,182,who
22958,151,open
22959,35,science
22960,83,Republican
22961,35,letter
22962,158,wind
22963,102,person
22964,80,from
22965,84,message
22966,131,director
22967,149,fall
22968,123,believe
22969,62,military
22970,126,individual
22971,89,energy
22972,12,mean
22973,173,money
22974,172,hit
22975,77,bad
22976,78,agency
22977,136,seek
22978,121,pretty
22979,182,owner
22980,186,method
22981,45,whether
22982,190,former
22983,176,professor
22984,44,while
22985,152,after
22986,125,watch
22987,33,could
22988,102,better
22989,117,wonder
22990,69,surface
22991,36,blue
22992,23,room
22993,103,final
22994,61,statement
22995,96,every
22996,61,team
22997,105,picture
22998,196,kid
22999,120,administration
23000,177,record
23001,82,call
23002,151,east
23003,108,perhaps
23004,198,figure
23005,94,health
23006,80,choice
23007,71,consider
23008,111,here
23009,19,article
23010,135,site
23011,86,concern
23012,95,cell
23013,105,political
23014,65,every
23015,49,professional
23016,47,travel
23017,62,but
23018,150,card
23019,174,contain
23020,77,prevent
23021,131,argue
23022,69,other
23023,123,enter
23024,134,mind
23025,103,security
23026,179,across
23027,174,condition
23028,65,provide
23029,50,focus
23030,84,tend
23031,32,who
23032,26,first
23033,165,though
23034,191,marriage
23035,79,produce
23036,199,Mr
23037,26,nor
23038,69,after
23039,88,maintain
23040,40,between
23041,72,say
23042,129,finish
23043,143,forward
23044,25,management
23045,175,commercial
23046,80,laugh
23047,28,production
23048,140,purpose
23049,176,within
23050,41,simply
23051,18,along
23052,194,quite
23053,120,great
23054,77,alone
23055,90,away
23056,71,friend
23057,112,right
23058,123,care
23059,177,special
23060,98,suggest
23061,84,community
23062,199,better
23063,190,buy
23064,107,cup
23065,197,reflect
23066,196,collection
23067,13,while
23068,106,list
23069,69,discussion
23070,154,position
23071,53,late
23072,148,off
23073,116,dream
23074,159,middle
23075,178,leave
23076,193,take
23077,128,before
23078,159,our
23079,31,across
23080,74,face
23081,83,current
23082,136,result
23083,79,remember
23084,14,authority
23085,122,food
23086,163,play
23087,169,state
23088,145,compare
23089,131,economy
23090,54,physical
23091,36,necessary
23092,189,act
23093,33,officer
23094,189,truth
23095,88,measure
23096,164,help
23097,124,customer
23098,145,meet
23099,49,store
23100,112,machine
23101,69,training
23102,192,race
23103,192,same
23104,30,century
23105,80,serious
23106,115,single
23107,130,dream
23108,176,black
23109,132,school
23110,127,watch
23111,27,where
23112,62,let
23113,82,program
23114,33,today
23115,37,what
23116,101,color
23117,164,model
23118,35,order
23119,165,who
23120,126,safe
23121,176,yet
23122,175,station
23123,34,mention
23124,135,fight
23125,32,community
23126,21,hospital
23127,26,certainly
23128,13,your
23129,85,according
23130,101,expect
23131,89,food
23132,190,subject
23133,132,determine
23134,83,part
23135,148,ago
23136,198,painting
23137,19,determine
23138,193,see
23139,91,house
23140,64,I
23141,133,focus
23142,46,these
23143,92,and
23144,129,scene
23145,150,same
23146,139,item
23147,63,measure
23148,189,opportunity
23149,148,yes
23150,93,some
23151,165,country
23152,110,machine
23153,185,nice
23154,30,training
23155,96,art
23156,195,pass
23157,34,situation
23158,172,mean
23159,66,hand
23160,133,drug
23161,124,according
23162,68,interesting
23163,128,play
23164,137,read
23165,105,country
23166,91,production
23167,176,challenge
23168,118,watch
23169,200,involve
23170,168,surface
23171,119,somebody
23172,42,his
23173,100,bed
23174,147,itself
23175,30,physical
23176,160,theory
23177,188,during
23178,84,important
23179,26,family
23180,53,detail
23181,75,however
23182,65,strong
23183,163,win
23184,200,professor
23185,120,else
23186,152,you
23187,177,main
23188,168,customer
23189,107,work
23190,168,day
23191,184,matter
23192,173,impact
23193,10,unit
23194,25,arm
23195,139,discuss
23196,12,indeed
23197,99,its
23198,34,economic
23199,120,financial
23200,68,chance
23201,74,tend
23202,182,news
23203,50,person
23204,17,seven
23205,95,memory
23206,67,fly
23207,87,section
23208,12,large
23209,107,source
23210,20,indeed
23211,86,hard
23212,15,speech
23213,160,than
23214,167,to
23215,48,camera
23216,96,consider
23217,180,now
23218,18,week
23219,15,enjoy
23220,83,firm
23221,119,anyone
23222,194,star
23223,84,future
23224,200,marriage
23225,28,take
23226,114,old
23227,114,level
23228,161,remember
23229,30,do
23230,124,partner
23231,180,our
23232,83,maintain
23233,58,end
23234,108,from
23235,148,couple
23236,42,evidence
23237,10,also
23238,68,despite
23239,179,community
23240,168,growth
23241,85,hospital
23242,27,final
23243,84,pick
23244,192,head
23245,142,rich
23246,174,certain
23247,97,matter
23248,140,environmental
23249,118,surface
23250,69,vote
23251,133,will
23252,66,reach
23253,65,about
23254,179,every
23255,44,chair
23256,180,type
23257,65,partner
23258,91,pick
23259,160,I
23260,86,you
23261,160,career
23262,170,model
23263,49,company
23264,172,join
23265,79,specific
23266,18,involve
23267,197,all
23268,86,organization
23269,170,school
23270,47,participant
23271,68,organization
23272,79,song
23273,29,rest
23274,42,positive
23275,183,begin
23276,191,rock
23277,28,allow
23278,15,own
23279,72,oil
23280,195,table
23281,89,water
23282,63,two
23283,163,finish
23284,195,again
23285,147,top
23286,170,imagine
23287,113,tax
23288,27,need
23289,150,rule
23290,108,who
23291,182,face
23292,50,day
23293,46,here
23294,145,ball
23295,114,military
23296,36,west
23297,134,prepare
23298,111,action
23299,115,TV
23300,89,almost
23301,175,same
23302,149,join
23303,86,economic
23304,164,charge
23305,185,society
23306,12,you
23307,15,spend
23308,121,order
23309,71,whatever
23310,194,everyone
23311,53,anyone
23312,35,year
23313,42,try
23314,108,read
23315,191,speak
23316,104,nice
23317,154,above
23318,131,place
23319,103,crime
23320,81,future
23321,13,write
23322,190,season
23323,194,political
23324,64,anything
23325,35,inside
23326,141,safe
23327,105,almost
23328,107,view
23329,86,any
23330,82,magazine
23331,83,sure
23332,71,fund
23333,34,while
23334,44,blue
23335,154,difficult
23336,143,lawyer
23337,145,whatever
23338,107,well
23339,175,production
23340,194,education
23341,142,girl
23342,119,politics
23343,124,north
23344,72,eight
23345,13,arrive
23346,165,part
23347,103,probably
23348,77,customer
23349,27,and
23350,95,style
23351,169,trial
23352,39,image
23353,98,look
23354,23,spring
23355,196,though
23356,119,teach
23357,188,idea
23358,139,base
23359,57,deal
23360,51,indicate
23361,197,age
23362,72,able
23363,166,life
23364,39,other
23365,94,position
23366,16,family
23367,121,build
23368,77,catch
23369,138,party
23370,101,both
23371,35,huge
23372,196,team
23373,62,quite
23374,139,beat
23375,57,there
23376,145,bank
23377,47,rule
23378,85,choose
