id,nombre,descuento
3780,finish,22
3781,process,48
3782,term,15
3783,different,23
3784,operation,44
3785,service,13
3786,bit,21
3787,nor,35
3788,term,17
3789,test,14
3790,radio,42
3791,involve,19
3792,wind,32
3793,issue,11
3794,other,16
3795,evidence,23
3796,cause,24
3797,carry,39
3798,maybe,21
3799,score,12
3800,attorney,17
3801,table,17
3802,method,13
3803,style,25
3804,suffer,33
3805,scene,23
3806,smile,26
3807,fly,45
3808,strategy,43
3809,friend,23
3810,of,36
3811,generation,48
3812,play,30
3813,true,23
3814,office,16
3815,feeling,37
3816,affect,12
3817,offer,22
3818,western,44
3819,current,46
3820,speak,41
3821,south,50
3822,hear,25
3823,reason,24
3824,this,39
3825,sometimes,37
3826,weight,34
3827,card,36
3828,member,21
3829,listen,35
3830,cold,48
3831,name,50
3832,air,50
3833,than,19
3834,charge,18
3835,enough,40
3836,the,36
3837,security,30
3838,reduce,28
3839,green,50
3840,base,12
3841,everyone,32
3842,heavy,13
3843,institution,16
3844,within,26
3845,capital,20
3846,or,45
3847,most,19
3848,picture,21
3849,door,32
3850,yet,33
3851,other,20
3852,score,16
3853,response,22
3854,fine,44
3855,spend,12
3856,institution,23
3857,raise,13
3858,role,12
3859,peace,38
3860,scientist,36
3861,vote,32
3862,democratic,41
3863,question,44
3864,visit,41
3865,firm,12
3866,purpose,48
3867,I,35
3868,method,42
3869,value,21
3870,discussion,36
3871,break,49
3872,rich,38
3873,ready,43
3874,four,49
3875,friend,47
3876,scene,27
3877,always,12
3878,assume,34
3879,product,28
3880,quite,33
3881,cell,11
3882,poor,40
3883,participant,26
3884,specific,17
3885,policy,30
3886,into,28
3887,true,13
3888,left,16
3889,technology,25
3890,magazine,26
3891,message,15
3892,something,11
3893,simply,36
3894,watch,17
3895,message,42
3896,us,29
3897,three,36
3898,resource,43
3899,and,41
3900,mouth,44
3901,part,38
3902,ask,21
3903,write,40
3904,down,21
3905,focus,11
3906,bad,49
3907,matter,28
3908,hundred,41
3909,group,14
3910,week,46
3911,question,46
3912,school,32
3913,staff,42
3914,agent,45
3915,night,45
3916,couple,50
3917,prepare,37
3918,maintain,27
3919,idea,18
3920,vote,17
3921,star,11
3922,pressure,16
3923,writer,38
3924,realize,34
3925,involve,13
3926,want,43
3927,choice,21
3928,effort,44
3929,hard,34
3930,major,29
3931,old,40
3932,forget,23
3933,know,46
3934,stage,31
3935,benefit,48
3936,drop,36
3937,bar,29
3938,wide,33
3939,low,20
3940,region,33
3941,interesting,30
3942,item,14
3943,increase,32
3944,guy,39
3945,imagine,18
3946,claim,10
3947,everybody,20
3948,information,43
3949,lose,38
3950,him,50
3951,back,32
3952,drive,15
3953,language,28
3954,certainly,19
3955,I,16
3956,partner,24
3957,follow,50
3958,past,22
3959,everyone,40
3960,ago,43
3961,item,19
3962,yes,22
3963,treat,31
3964,increase,19
3965,toward,28
3966,point,43
3967,tough,38
3968,position,35
3969,we,17
3970,professional,32
3971,house,23
3972,threat,20
3973,wall,28
3974,those,46
3975,line,18
3976,century,21
3977,section,14
3978,for,17
3979,somebody,12
3980,training,32
3981,case,18
3982,allow,30
3983,drive,37
3984,race,31
3985,describe,29
3986,summer,14
3987,budget,20
3988,to,45
3989,talk,37
3990,opportunity,43
3991,consider,43
3992,among,34
3993,leader,22
3994,treatment,42
3995,effect,17
3996,ask,29
3997,what,32
3998,range,14
3999,foreign,28
4000,individual,37
4001,southern,23
4002,street,42
4003,live,14
4004,just,21
4005,mouth,29
4006,environment,12
4007,personal,42
4008,give,14
4009,major,16
4010,identify,35
4011,fire,35
4012,prepare,40
4013,ball,15
4014,ahead,11
4015,already,32
4016,individual,32
4017,lay,46
4018,close,44
4019,allow,38
4020,prove,34
4021,fact,15
4022,quite,46
4023,music,37
4024,last,18
4025,avoid,25
4026,answer,33
4027,wish,44
4028,sound,13
4029,professor,32
4030,prepare,49
4031,still,15
4032,center,46
4033,lose,17
4034,probably,28
4035,site,35
4036,name,32
4037,another,32
4038,public,32
4039,skill,20
4040,use,17
4041,different,22
4042,once,41
4043,remember,49
4044,door,40
4045,off,10
4046,sign,43
4047,of,36
4048,serve,12
4049,effect,26
4050,meet,39
4051,rule,10
4052,special,17
4053,suddenly,50
4054,executive,13
4055,try,15
4056,do,38
4057,class,14
4058,business,15
4059,able,15
4060,risk,37
4061,forget,10
4062,reach,20
4063,number,49
4064,sure,35
4065,hear,26
4066,officer,33
4067,color,10
4068,also,34
4069,chance,24
4070,decision,31
4071,box,28
4072,raise,47
4073,project,26
4074,section,28
4075,fast,38
4076,machine,44
4077,commercial,38
4078,second,14
4079,return,27
4080,although,23
4081,huge,14
4082,thousand,16
4083,eight,13
4084,outside,11
4085,author,22
4086,capital,50
4087,feeling,19
4088,able,27
4089,social,23
4090,four,11
4091,price,48
4092,senior,32
4093,gas,46
4094,institution,44
4095,TV,44
4096,rate,14
4097,five,49
4098,eye,17
4099,condition,10
4100,ten,15
4101,condition,18
4102,remain,31
4103,pretty,19
4104,term,44
4105,hour,35
4106,property,11
4107,mission,47
4108,yet,20
4109,expert,24
4110,become,34
4111,art,46
4112,far,18
4113,record,30
4114,take,34
4115,where,10
4116,best,29
4117,garden,21
4118,leave,34
4119,rest,40
4120,little,24
4121,establish,47
4122,require,19
4123,small,23
4124,be,42
4125,article,48
4126,sometimes,12
4127,establish,50
4128,level,37
4129,coach,16
4130,structure,25
4131,pull,30
4132,ago,19
4133,house,22
4134,carry,13
4135,sister,45
4136,note,18
4137,suggest,35
4138,compare,10
4139,former,18
4140,need,42
4141,account,27
4142,skill,15
4143,push,25
4144,star,24
4145,hard,29
4146,feeling,49
4147,near,37
4148,purpose,10
4149,account,32
4150,market,35
4151,base,47
4152,sense,32
4153,tonight,20
4154,guess,13
4155,authority,45
4156,particular,44
4157,anyone,45
4158,church,24
4159,side,47
4160,cause,40
4161,thousand,39
4162,ten,17
4163,land,25
4164,perhaps,37
4165,when,35
4166,chair,13
4167,international,35
4168,fact,25
4169,upon,48
4170,third,33
4171,from,43
4172,night,25
4173,how,31
4174,our,48
4175,quality,27
4176,care,40
4177,force,41
4178,nation,38
4179,let,48
4180,many,14
4181,large,48
4182,control,45
4183,themselves,28
4184,teach,21
4185,quality,33
4186,either,44
4187,front,47
4188,heart,12
4189,both,30
4190,second,13
4191,degree,29
4192,just,48
4193,hot,18
4194,wonder,23
4195,network,43
4196,laugh,15
4197,whom,17
4198,room,14
4199,them,49
4200,good,44
4201,bag,12
4202,join,30
4203,spend,29
4204,role,41
4205,benefit,30
4206,TV,45
4207,tree,28
4208,card,41
4209,local,44
4210,not,32
4211,population,22
4212,decision,21
4213,mission,28
4214,he,11
4215,outside,30
4216,Democrat,25
4217,kitchen,39
4218,ahead,44
4219,traditional,38
4220,best,22
4221,exist,35
4222,total,22
4223,wonder,21
4224,discover,35
4225,company,10
4226,assume,26
4227,hit,27
4228,body,48
4229,couple,47
4230,indeed,15
4231,stay,44
4232,point,48
4233,direction,14
4234,former,35
4235,wall,49
4236,land,29
4237,role,44
4238,concern,39
4239,culture,32
4240,per,12
4241,show,20
4242,little,44
4243,tough,24
4244,rate,16
4245,hour,15
4246,eye,22
4247,consider,16
4248,story,25
4249,long,45
4250,boy,22
4251,defense,32
4252,night,30
4253,movement,45
4254,rate,44
4255,behind,24
4256,off,40
4257,story,12
4258,kid,14
4259,education,14
4260,order,50
4261,what,27
4262,chair,22
4263,great,17
4264,impact,48
4265,per,13
4266,court,46
4267,thought,11
4268,sea,39
4269,court,42
4270,conference,43
4271,bar,15
4272,far,29
4273,think,12
4274,any,49
4275,seat,22
4276,three,42
4277,eye,33
4278,cell,35
4279,west,29
4280,if,39
4281,anyone,38
4282,group,42
4283,above,21
4284,big,14
4285,recent,21
4286,thousand,35
4287,what,43
4288,under,34
4289,personal,47
4290,pretty,18
4291,certain,22
4292,allow,45
4293,north,49
4294,family,34
4295,white,35
4296,notice,11
4297,idea,19
4298,development,11
4299,require,10
4300,number,36
4301,success,38
4302,rise,15
4303,again,46
4304,economy,26
4305,want,37
4306,family,15
4307,key,38
4308,grow,33
4309,after,31
4310,once,50
4311,its,15
4312,face,36
4313,authority,40
4314,peace,25
4315,fine,31
4316,north,26
4317,theory,36
4318,anything,43
4319,collection,18
4320,out,19
4321,as,41
4322,unit,48
4323,front,18
4324,staff,35
4325,position,26
4326,thought,17
4327,simply,42
4328,of,19
4329,item,31
4330,popular,17
4331,politics,32
4332,lead,22
4333,hear,21
4334,often,45
4335,PM,33
4336,forget,40
4337,consumer,50
4338,green,24
4339,boy,22
4340,threat,23
4341,early,12
4342,civil,41
4343,reason,22
4344,sometimes,12
4345,child,50
4346,society,49
4347,sign,12
4348,teach,42
4349,whatever,43
4350,type,35
4351,tonight,44
4352,throw,36
4353,part,41
4354,guy,45
4355,dog,45
4356,relationship,26
4357,prove,14
4358,goal,19
4359,south,45
4360,address,13
4361,mother,17
4362,significant,50
4363,born,35
4364,return,30
4365,practice,25
4366,half,18
4367,coach,26
4368,more,10
4369,him,22
4370,glass,46
4371,message,11
4372,glass,42
4373,sometimes,34
4374,happy,27
4375,off,39
4376,score,46
4377,wear,48
4378,six,27
4379,we,42
4380,middle,30
4381,six,50
4382,bad,39
4383,thus,27
4384,painting,31
4385,listen,45
4386,life,30
4387,majority,18
4388,often,11
4389,main,50
4390,debate,26
4391,clearly,21
4392,health,25
4393,baby,25
4394,tonight,38
4395,security,37
4396,animal,10
4397,decade,14
4398,remember,49
4399,leave,33
4400,be,18
4401,use,23
4402,create,14
4403,near,41
4404,some,13
4405,will,42
4406,PM,44
4407,office,11
4408,skill,49
4409,card,14
4410,here,16
4411,history,49
4412,assume,35
4413,theory,44
4414,it,38
4415,detail,29
4416,stay,16
4417,tax,37
4418,become,48
4419,reality,43
4420,table,36
4421,use,23
4422,push,14
4423,mean,24
4424,free,21
4425,itself,14
4426,life,18
4427,general,11
4428,laugh,43
4429,fund,20
4430,science,48
4431,team,23
4432,citizen,48
4433,information,45
4434,unit,47
4435,crime,34
4436,for,19
4437,service,37
4438,western,15
4439,model,18
4440,we,24
4441,nothing,44
4442,series,42
4443,child,45
4444,detail,26
4445,media,21
4446,billion,36
4447,toward,14
4448,thus,25
4449,conference,41
4450,could,29
4451,hair,41
4452,sea,29
4453,message,12
4454,purpose,39
4455,upon,16
4456,wind,36
4457,same,50
4458,foreign,47
4459,project,37
4460,law,16
4461,painting,43
4462,pattern,41
4463,through,18
4464,like,17
4465,so,36
4466,season,37
4467,owner,36
4468,hit,41
4469,car,18
4470,various,36
4471,color,36
4472,possible,16
4473,sometimes,12
4474,style,29
4475,quality,28
4476,sister,27
4477,actually,36
4478,either,17
4479,cut,19
4480,police,10
4481,any,13
4482,environmental,14
4483,far,36
4484,door,36
4485,push,48
4486,little,10
4487,expect,27
4488,conference,19
4489,table,28
4490,light,34
4491,recent,22
4492,positive,47
4493,write,37
4494,me,11
4495,human,47
4496,structure,11
4497,sing,18
4498,defense,13
4499,article,39
4500,across,41
4501,boy,13
4502,price,13
4503,least,30
4504,rise,31
4505,late,47
4506,concern,35
4507,every,10
4508,out,31
4509,third,34
4510,blood,12
4511,ago,19
4512,would,29
4513,method,19
4514,already,23
4515,clearly,24
4516,leader,23
4517,officer,49
4518,case,10
4519,land,20
4520,natural,13
4521,house,37
4522,against,30
4523,age,41
4524,term,49
4525,fire,45
4526,important,39
4527,poor,47
4528,away,22
4529,about,25
4530,weight,12
4531,where,21
4532,join,50
4533,system,25
4534,firm,49
4535,report,13
4536,life,20
4537,food,22
4538,approach,41
4539,nothing,35
4540,simply,33
4541,if,29
4542,buy,27
4543,itself,33
4544,he,26
4545,note,24
4546,attack,29
4547,hundred,14
4548,none,17
4549,eye,48
4550,relate,32
4551,have,14
4552,movie,25
4553,week,42
4554,out,22
4555,law,10
4556,career,13
4557,certainly,34
4558,address,29
4559,result,18
4560,strategy,14
4561,through,43
4562,movement,44
4563,assume,12
4564,bar,30
4565,yes,30
4566,here,27
4567,different,50
4568,movement,14
4569,rest,13
4570,his,32
4571,real,25
4572,staff,45
4573,owner,36
4574,tree,12
4575,when,31
4576,certainly,33
4577,end,15
4578,individual,19
4579,rate,35
4580,pattern,15
4581,power,12
4582,beautiful,44
4583,debate,19
4584,box,39
4585,next,17
4586,represent,42
4587,kind,36
4588,usually,20
4589,eye,15
4590,simply,26
4591,magazine,23
4592,care,32
4593,just,14
4594,pick,26
4595,and,11
4596,develop,49
4597,how,37
4598,another,15
4599,daughter,18
4600,better,33
4601,fire,11
4602,together,48
4603,stage,40
4604,add,25
4605,Democrat,37
4606,well,32
4607,increase,48
4608,establish,13
4609,challenge,36
4610,policy,32
4611,million,20
4612,beat,14
4613,degree,33
4614,different,29
4615,watch,44
4616,consider,13
4617,least,23
4618,lot,42
4619,half,19
4620,local,46
4621,finish,30
4622,with,11
4623,military,14
4624,idea,18
4625,water,38
4626,official,36
4627,every,14
4628,toward,10
4629,rate,41
4630,including,31
4631,perhaps,24
4632,also,22
4633,class,45
4634,wife,27
4635,business,15
4636,gas,43
4637,serious,31
4638,wrong,32
4639,young,20
4640,like,17
4641,author,49
4642,training,12
4643,would,14
4644,strong,11
4645,occur,44
4646,full,38
4647,order,33
4648,actually,20
4649,son,25
4650,degree,22
4651,really,22
4652,by,28
4653,cut,16
4654,million,28
4655,national,21
4656,real,19
4657,Mrs,18
4658,good,16
4659,somebody,30
4660,never,49
4661,grow,29
4662,fine,33
4663,issue,28
4664,nearly,50
4665,may,17
4666,peace,38
4667,own,29
4668,ready,26
4669,movement,25
4670,front,48
4671,much,27
4672,know,14
4673,material,45
4674,throw,40
4675,expert,49
4676,partner,22
4677,particularly,26
4678,discover,49
4679,business,47
4680,class,12
4681,natural,44
4682,gas,46
4683,no,26
4684,board,49
4685,human,45
4686,young,20
4687,me,10
4688,rest,48
4689,two,42
4690,record,21
4691,long,10
4692,full,11
4693,establish,14
4694,budget,35
4695,as,20
4696,oil,16
4697,we,42
4698,official,41
4699,tree,40
4700,early,29
4701,wind,15
4702,why,42
4703,best,13
4704,success,20
4705,statement,18
4706,past,41
4707,north,43
4708,against,31
4709,north,20
4710,let,32
4711,statement,38
4712,charge,13
4713,majority,47
4714,resource,21
4715,wear,24
4716,theory,33
4717,government,22
4718,maintain,41
4719,key,15
4720,beautiful,21
4721,above,47
4722,political,34
4723,address,36
4724,appear,24
4725,generation,31
4726,because,28
4727,rise,34
4728,meet,27
4729,general,50
4730,seven,21
4731,hour,50
4732,person,11
4733,against,11
4734,entire,48
4735,executive,29
4736,ground,10
4737,sport,19
4738,rate,38
4739,voice,43
4740,total,45
4741,star,12
4742,form,42
4743,human,19
4744,apply,29
4745,where,17
4746,relationship,44
4747,thus,31
4748,billion,40
4749,represent,41
4750,with,27
4751,charge,41
4752,tree,39
4753,simple,48
4754,pay,10
4755,cup,49
4756,already,17
4757,yes,18
4758,participant,40
4759,section,30
4760,agency,11
4761,nor,11
4762,on,39
4763,box,16
4764,perform,28
4765,forget,38
4766,during,22
4767,modern,15
4768,claim,32
4769,word,16
4770,thought,26
4771,security,10
4772,not,13
4773,catch,10
4774,our,43
4775,impact,25
4776,someone,39
4777,style,22
4778,simple,26
4779,pressure,29
4780,something,15
4781,everyone,38
4782,force,49
4783,through,32
4784,certainly,31
4785,sign,43
4786,determine,20
4787,indicate,37
4788,describe,13
4789,attorney,45
4790,rate,41
4791,worry,46
4792,where,37
4793,cover,18
4794,drug,35
4795,very,47
4796,century,42
4797,medical,29
4798,night,34
4799,look,48
4800,knowledge,48
4801,prove,18
4802,rather,36
4803,such,23
4804,hand,45
4805,full,28
4806,color,48
4807,real,47
4808,north,35
4809,draw,20
4810,again,47
4811,right,46
4812,safe,40
4813,simple,13
4814,sport,29
4815,could,43
4816,summer,23
4817,wrong,17
4818,their,44
4819,dark,25
4820,inside,19
4821,speak,15
4822,represent,43
4823,adult,42
4824,garden,48
4825,raise,27
4826,many,43
4827,environment,30
4828,which,25
4829,herself,21
4830,start,14
4831,type,34
4832,doctor,29
4833,road,30
4834,growth,31
4835,take,11
4836,stage,14
4837,ago,16
4838,country,33
4839,beautiful,17
4840,significant,30
4841,room,43
4842,finally,26
4843,suddenly,14
4844,at,10
4845,speak,31
4846,design,12
4847,issue,23
4848,go,44
4849,state,16
4850,discussion,44
4851,difficult,41
4852,make,14
4853,choice,25
4854,newspaper,46
4855,subject,49
4856,job,45
4857,successful,38
4858,animal,49
4859,trial,16
4860,service,11
4861,during,45
4862,safe,35
4863,staff,23
4864,southern,38
4865,development,44
4866,be,16
4867,voice,29
4868,girl,39
4869,set,45
4870,coach,14
4871,Mrs,10
4872,work,36
4873,argue,35
4874,success,29
4875,camera,23
4876,significant,38
4877,daughter,13
4878,any,42
4879,rate,22
4880,including,37
4881,pick,19
4882,station,15
4883,computer,16
4884,deal,33
4885,item,32
4886,player,22
4887,finish,21
4888,necessary,31
4889,standard,38
4890,drive,40
4891,manager,21
4892,perhaps,10
4893,cultural,37
4894,become,29
4895,strategy,37
4896,any,42
4897,serve,39
4898,contain,41
4899,appear,48
4900,live,39
4901,type,10
4902,model,41
4903,over,39
4904,financial,14
4905,may,42
4906,in,43
4907,let,46
4908,second,45
4909,child,36
4910,number,26
4911,father,22
4912,central,44
4913,down,18
4914,end,20
4915,yet,47
4916,Mr,50
4917,next,17
4918,carry,30
4919,provide,24
4920,month,22
4921,sort,40
4922,modern,48
4923,then,20
4924,environmental,32
4925,young,49
4926,protect,21
4927,voice,19
4928,nice,29
4929,general,36
4930,claim,37
4931,police,43
4932,budget,34
4933,time,40
4934,find,34
4935,anyone,50
4936,he,34
4937,thank,32
4938,environment,35
4939,good,41
4940,first,10
4941,remember,25
4942,southern,22
4943,environmental,42
4944,they,18
4945,type,12
4946,evening,32
4947,nation,40
4948,together,31
4949,describe,28
4950,dinner,21
4951,Congress,11
4952,possible,12
4953,bank,10
4954,raise,43
4955,reduce,37
4956,claim,49
4957,mother,25
4958,blood,46
4959,bring,43
4960,example,47
4961,since,25
4962,may,14
4963,face,45
4964,hope,41
4965,believe,29
4966,human,40
4967,huge,24
4968,mind,38
4969,question,16
4970,easy,14
4971,song,34
4972,book,43
4973,husband,11
4974,past,46
4975,party,10
4976,crime,39
4977,management,19
4978,stock,44
4979,customer,40
4980,race,20
4981,truth,31
4982,color,26
4983,result,30
4984,almost,19
4985,behavior,44
4986,clear,33
4987,fund,15
4988,many,33
4989,alone,41
4990,type,50
4991,allow,29
4992,feeling,48
4993,method,44
4994,discuss,13
4995,such,23
4996,wind,30
4997,customer,32
4998,have,46
4999,indicate,31
5000,above,18
5001,industry,50
5002,sense,14
5003,toward,49
5004,state,14
5005,fish,48
5006,hit,21
5007,bar,20
5008,try,10
5009,some,16
5010,relationship,17
5011,own,11
5012,century,36
5013,amount,39
5014,increase,50
5015,sport,14
5016,similar,19
5017,after,42
5018,piece,27
5019,father,47
5020,degree,32
5021,hot,18
5022,science,33
5023,yard,32
5024,vote,23
5025,wall,36
5026,different,18
5027,your,45
5028,this,15
5029,adult,43
5030,impact,36
5031,build,49
5032,stand,46
5033,on,42
5034,while,49
5035,something,35
5036,nice,38
5037,sure,11
5038,likely,17
5039,practice,50
5040,responsibility,13
5041,race,17
5042,blood,17
5043,drug,12
5044,kitchen,31
5045,economy,49
5046,candidate,20
5047,past,36
5048,anyone,14
5049,machine,27
5050,none,14
5051,view,21
5052,difficult,49
5053,nature,30
5054,education,35
5055,maybe,29
5056,little,38
5057,suffer,11
5058,future,36
5059,almost,36
5060,cup,39
5061,recently,46
5062,certainly,20
5063,beat,12
5064,identify,22
5065,hand,17
5066,level,43
5067,professor,13
5068,responsibility,44
5069,from,13
5070,him,29
5071,seven,37
5072,husband,11
5073,wind,41
5074,may,14
5075,top,31
5076,writer,30
5077,garden,35
5078,sport,43
5079,office,32
5080,team,32
5081,left,17
5082,word,28
5083,yet,28
5084,use,42
5085,however,30
5086,speech,20
5087,understand,38
5088,wonder,46
5089,establish,28
5090,continue,36
5091,and,28
5092,thought,24
5093,list,42
5094,four,18
5095,image,31
5096,measure,28
5097,true,16
5098,many,12
5099,hundred,35
5100,now,46
5101,culture,47
5102,adult,15
5103,staff,33
5104,dark,37
5105,fill,26
5106,price,38
5107,total,47
5108,report,45
5109,debate,20
5110,production,29
5111,hundred,21
5112,evening,23
5113,eye,28
5114,friend,26
5115,laugh,27
5116,agree,32
5117,sign,20
5118,scene,40
5119,talk,19
5120,recent,45
5121,still,38
5122,peace,17
5123,happen,13
5124,him,16
5125,officer,19
5126,community,37
5127,option,34
5128,movie,40
5129,happen,20
5130,outside,34
5131,light,43
5132,political,50
5133,part,22
5134,city,17
5135,audience,32
5136,now,24
5137,husband,21
5138,continue,30
5139,history,28
5140,reflect,13
5141,keep,28
5142,you,37
5143,any,24
5144,house,19
5145,speak,10
5146,yeah,19
5147,role,32
5148,bill,23
5149,Mrs,21
5150,must,40
5151,seek,45
5152,thought,11
5153,glass,13
5154,physical,26
5155,management,32
5156,sort,20
5157,her,50
5158,save,37
5159,cup,21
5160,far,28
5161,effort,50
5162,blood,27
5163,there,16
5164,paper,31
5165,wind,41
5166,difficult,20
5167,reason,23
5168,laugh,41
5169,glass,27
5170,professor,23
5171,understand,49
5172,down,28
5173,meeting,40
5174,manage,37
5175,tree,32
5176,soldier,45
5177,car,21
5178,herself,15
5179,it,14
5180,suffer,24
5181,region,38
5182,bring,39
5183,whether,43
5184,part,42
5185,there,19
5186,grow,49
5187,have,30
5188,set,26
5189,cut,29
5190,clear,12
5191,shake,32
5192,player,43
5193,address,32
5194,she,47
5195,eye,34
5196,specific,36
5197,ready,39
5198,remember,29
5199,control,39
5200,positive,17
5201,where,41
5202,speech,34
5203,sign,33
5204,relate,21
5205,campaign,47
5206,someone,45
5207,happen,20
5208,past,39
5209,mother,43
5210,nor,37
5211,break,25
5212,small,21
5213,how,42
5214,rate,25
5215,career,27
5216,fight,26
5217,capital,45
5218,case,16
5219,future,40
5220,news,40
5221,seven,46
5222,senior,30
5223,church,11
5224,occur,40
5225,affect,34
5226,production,38
5227,tree,28
5228,health,49
5229,person,31
5230,ground,35
5231,major,44
5232,remember,21
5233,item,13
5234,leave,38
5235,high,19
5236,national,33
5237,small,50
5238,democratic,45
5239,resource,37
5240,where,27
5241,need,19
5242,house,12
5243,member,28
5244,official,36
5245,training,16
5246,phone,17
5247,rule,26
5248,week,33
5249,child,18
5250,successful,41
5251,among,43
5252,board,24
5253,blue,31
5254,their,17
5255,culture,21
5256,explain,48
5257,degree,48
5258,mouth,11
5259,way,40
5260,road,33
5261,successful,30
5262,wonder,15
5263,home,30
5264,there,25
5265,decade,44
5266,book,44
5267,only,18
5268,anything,36
5269,grow,32
5270,onto,14
5271,start,31
5272,hit,33
5273,child,49
5274,back,22
5275,north,19
5276,century,22
5277,deal,45
5278,why,17
5279,everyone,45
5280,serious,38
5281,project,49
5282,understand,44
5283,point,27
5284,buy,31
5285,drug,12
5286,part,41
5287,these,20
5288,car,11
5289,so,10
5290,future,27
5291,move,24
5292,drug,16
5293,the,30
5294,its,38
5295,least,34
5296,figure,15
5297,issue,47
5298,best,12
5299,magazine,25
5300,six,10
5301,impact,50
5302,care,39
5303,senior,12
5304,small,48
5305,first,17
5306,deal,34
5307,sing,48
5308,laugh,43
5309,indeed,23
5310,government,40
5311,personal,35
5312,investment,27
5313,adult,27
5314,far,26
5315,set,48
5316,system,10
5317,free,34
5318,collection,24
5319,travel,46
5320,heavy,50
5321,president,18
5322,baby,39
5323,offer,45
5324,sense,50
5325,guess,12
5326,manager,41
5327,performance,40
5328,radio,41
5329,occur,42
5330,total,11
5331,true,29
5332,argue,31
5333,success,13
5334,art,12
5335,operation,33
5336,field,36
5337,run,32
5338,build,18
5339,fall,17
5340,represent,22
5341,present,40
5342,often,43
5343,piece,29
5344,research,24
5345,agree,36
5346,center,21
5347,ok,40
5348,product,16
5349,maybe,36
5350,environment,30
5351,sport,46
5352,race,34
5353,because,36
5354,indeed,14
5355,last,14
5356,animal,25
5357,deep,36
5358,help,27
5359,become,41
5360,region,18
5361,sing,35
5362,guy,36
5363,age,15
5364,take,19
5365,hit,47
5366,foreign,34
5367,relate,11
5368,message,23
5369,research,32
5370,the,49
5371,bank,34
5372,scientist,19
5373,travel,24
5374,night,47
5375,middle,23
5376,necessary,38
5377,option,27
5378,all,16
5379,executive,41
5380,professional,37
5381,economic,22
5382,lose,23
5383,local,37
5384,leg,50
5385,paper,18
5386,consider,11
5387,generation,23
5388,itself,23
5389,contain,47
5390,represent,50
5391,enjoy,17
5392,time,20
5393,series,23
5394,next,24
5395,cover,37
5396,me,22
5397,south,23
5398,tend,27
5399,party,49
5400,arrive,40
5401,suffer,19
5402,seven,35
5403,expect,23
5404,key,37
5405,agreement,24
5406,against,11
5407,thing,13
5408,along,47
5409,member,16
5410,write,44
5411,animal,13
5412,order,10
5413,cost,32
5414,executive,34
5415,threat,16
5416,wife,39
5417,begin,14
5418,cup,36
5419,start,42
5420,science,14
5421,market,19
5422,teach,35
5423,cell,40
5424,finally,27
5425,society,19
5426,shake,33
5427,film,13
5428,decision,19
5429,lose,39
5430,sense,24
5431,half,42
5432,try,39
5433,mention,50
5434,because,30
5435,father,32
5436,something,24
5437,leg,15
5438,recently,43
5439,court,23
5440,eat,33
5441,lead,14
5442,tax,20
5443,billion,38
5444,full,40
5445,wish,39
5446,grow,50
5447,law,10
5448,sister,31
5449,forget,19
5450,action,19
5451,either,43
5452,data,44
5453,democratic,15
5454,material,15
5455,identify,38
5456,treat,29
5457,no,40
5458,resource,22
5459,travel,13
5460,plan,29
5461,support,45
5462,drop,24
5463,music,27
5464,already,16
5465,house,35
5466,walk,24
5467,result,46
5468,actually,40
5469,local,49
5470,thank,47
5471,upon,45
5472,executive,13
5473,need,28
5474,staff,12
5475,as,31
5476,drug,23
5477,suddenly,10
5478,take,45
5479,bring,41
5480,top,38
5481,care,28
5482,interesting,15
5483,watch,35
5484,likely,28
5485,movement,24
5486,since,29
5487,economic,39
5488,poor,47
5489,include,15
5490,lay,50
5491,new,14
5492,meeting,15
5493,bar,18
5494,political,34
5495,way,33
5496,direction,24
5497,public,50
5498,thing,30
5499,where,45
5500,affect,43
5501,degree,20
5502,make,40
5503,natural,16
5504,loss,42
5505,cut,40
5506,determine,44
5507,process,29
5508,place,39
5509,yourself,35
5510,that,30
5511,evening,21
5512,same,18
5513,break,17
5514,bad,46
5515,various,34
5516,imagine,37
5517,everybody,26
5518,training,37
5519,drop,11
5520,sister,44
5521,reduce,23
5522,reality,31
5523,environmental,43
5524,study,23
5525,science,42
5526,by,27
5527,character,50
5528,girl,32
5529,measure,34
5530,avoid,21
5531,product,31
5532,anyone,38
5533,organization,22
5534,rate,44
5535,gun,31
5536,well,30
5537,ago,28
5538,within,47
5539,conference,20
5540,billion,15
5541,right,15
5542,fire,50
5543,movement,44
5544,white,10
5545,yourself,46
5546,act,13
5547,lot,34
5548,would,45
5549,industry,42
5550,side,46
5551,many,48
5552,best,15
5553,prevent,38
5554,anyone,47
5555,others,11
5556,fine,23
5557,response,35
5558,expert,44
5559,born,29
5560,buy,38
5561,senior,33
5562,themselves,40
5563,expect,44
5564,follow,12
5565,customer,31
5566,specific,49
5567,fund,16
5568,hard,17
5569,fine,28
5570,I,27
5571,weight,21
5572,war,50
5573,trouble,30
5574,relate,11
5575,respond,22
5576,figure,35
5577,plant,22
5578,leg,11
5579,word,41
5580,soldier,24
5581,answer,30
5582,sister,39
5583,single,38
5584,character,15
5585,group,33
5586,always,44
5587,white,26
5588,receive,40
5589,effort,28
5590,peace,19
5591,among,23
5592,interest,22
5593,capital,19
5594,factor,17
5595,his,48
5596,article,10
5597,unit,30
5598,edge,15
5599,employee,45
5600,realize,19
5601,public,24
5602,PM,16
